"","GISJOIN","count","name","county","total_units","total_pct_occupied","total_occupied","total_pct_reported","total_reported","total_months_since_report","total_people_reporting","total_people_per_unit","total_rent_per_month","total_spending_per_month","total_hh_income","total_person_income","total_pct_lt5k","total_pct_5k_lt10k","total_pct_10k_lt15k","total_pct_15k_lt20k","total_pct_ge20k","total_pct_wage_major","total_pct_welfare_major","total_pct_other_major","total_pct_median","total_pct_lt50_median","total_pct_lt30_median","total_pct_2adults","total_pct_1adult","total_pct_female_head","total_pct_female_head_child","total_pct_disabled_lt62","total_pct_disabled_ge62","total_pct_disabled_all","total_pct_lt24_head","total_pct_age25_50","total_pct_age51_61","total_pct_age62plus","total_pct_age85plus","total_pct_minority","total_pct_black_nonhsp","total_pct_native_american_nonhsp","total_pct_asian_pacific_nonhsp","total_pct_white_nothsp","total_pct_black_hsp","total_pct_wht_hsp","total_pct_oth_hsp","total_pct_hispanic","total_pct_multi","total_months_waiting","total_months_from_movein","total_pct_utility_allow","total_pct_lt5kave_util_allow","pg2_units","pg2_pct_occupied","pg2_occupied_units","pg2_pct_reported","pg2_reported_units","pg2_months_since_report","pg2_people_reporting","pg2_people_per_unit","pg2_rent_per_month","pg2_spending_per_month","pg2_hh_income","pg2_person_income","pg2_pct_lt5k","pg2_pct_5k_lt10k","pg2_pct_10k_lt15k","pg2_pct_15k_lt20k","pg2_pct_ge20k","pg2_pct_wage_major","pg2_pct_welfare_major","pg2_pct_other_major","pg2_pct_median","pg2_pct_lt50_median","pg2_pct_lt30_median","pg2_pct_2adults","pg2_pct_1adult","pg2_pct_female_head","pg2_pct_female_head_child","pg2_pct_disabled_lt62","pg2_pct_disabled_ge62","pg2_pct_disabled_all","pg2_pct_lt24_head","pg2_pct_age25_50","pg2_pct_age51_61","pg2_pct_age62plus","pg2_pct_age85plus","pg2_pct_minority","pg2_pct_black_nonhsp","pg2_pct_native_american_nonhsp","pg2_pct_asian_pacific_nonhsp","pg2_pct_white_nothsp","pg2_pct_black_hsp","pg2_pct_wht_hsp","pg2_pct_oth_hsp","pg2_pct_hispanic","pg2_pct_multi","pg2_months_waiting","pg2_months_from_movein","pg2_pct_utility_allow","pg2_pct_lt5kave_util_allow","pg2_pct_bed1","pg2_pct_bed2","pg2_pct_bed3","pg2_pct_overhoused","pg2_tpoverty","pg2_tminority","pg2_tpct_ownsfd","pg3_units","pg3_pct_occupied","pg3_occupied_units","pg3_pct_reported","pg3_reported_units","pg3_months_since_report","pg3_people_reporting","pg3_people_per_unit","pg3_rent_per_month","pg3_spending_per_month","pg3_hh_income","pg3_person_income","pg3_pct_lt5k","pg3_pct_5k_lt10k","pg3_pct_10k_lt15k","pg3_pct_15k_lt20k","pg3_pct_ge20k","pg3_pct_wage_major","pg3_pct_welfare_major","pg3_pct_other_major","pg3_pct_median","pg3_pct_lt50_median","pg3_pct_lt30_median","pg3_pct_2adults","pg3_pct_1adult","pg3_pct_female_head","pg3_pct_female_head_child","pg3_pct_disabled_lt62","pg3_pct_disabled_ge62","pg3_pct_disabled_all","pg3_pct_lt24_head","pg3_pct_age25_50","pg3_pct_age51_61","pg3_pct_age62plus","pg3_pct_age85plus","pg3_pct_minority","pg3_pct_black_nonhsp","pg3_pct_native_american_nonhsp","pg3_pct_asian_pacific_nonhsp","pg3_pct_white_nothsp","pg3_pct_black_hsp","pg3_pct_wht_hsp","pg3_pct_oth_hsp","pg3_pct_hispanic","pg3_pct_multi","pg3_months_waiting","pg3_months_from_movein","pg3_pct_utility_allow","pg3_pct_lt5kave_util_allow","pg4_units","pg4_pct_occupied","pg4_occupied_units","pg4_pct_reported","pg4_reported_units","pg4_months_since_report","pg4_people_reporting","pg4_people_per_unit","pg4_rent_per_month","pg4_spending_per_month","pg4_hh_income","pg4_person_income","pg4_pct_lt5k","pg4_pct_5k_lt10k","pg4_pct_10k_lt15k","pg4_pct_15k_lt20k","pg4_pct_ge20k","pg4_pct_wage_major","pg4_pct_welfare_major","pg4_pct_other_major","pg4_pct_median","pg4_pct_lt50_median","pg4_pct_lt30_median","pg4_pct_2adults","pg4_pct_1adult","pg4_pct_female_head","pg4_pct_female_head_child","pg4_pct_disabled_lt62","pg4_pct_disabled_ge62","pg4_pct_disabled_all","pg4_pct_lt24_head","pg4_pct_age25_50","pg4_pct_age51_61","pg4_pct_age62plus","pg4_pct_age85plus","pg4_pct_minority","pg4_pct_black_nonhsp","pg4_pct_native_american_nonhsp","pg4_pct_asian_pacific_nonhsp","pg4_pct_white_nothsp","pg4_pct_black_hsp","pg4_pct_wht_hsp","pg4_pct_oth_hsp","pg4_pct_hispanic","pg4_pct_multi","pg4_months_waiting","pg4_months_from_movein","pg4_pct_utility_allow","pg4_pct_lt5kave_util_allow","pg5_units","pg5_pct_occupied","pg5_occupied_units","pg5_pct_reported","pg5_reported_units","pg5_months_since_report","pg5_people_reporting","pg5_people_per_unit","pg5_rent_per_month","pg5_spending_per_month","pg5_hh_income","pg5_person_income","pg5_pct_lt5k","pg5_pct_5k_lt10k","pg5_pct_10k_lt15k","pg5_pct_15k_lt20k","pg5_pct_ge20k","pg5_pct_wage_major","pg5_pct_welfare_major","pg5_pct_other_major","pg5_pct_median","pg5_pct_lt50_median","pg5_pct_lt30_median","pg5_pct_2adults","pg5_pct_1adult","pg5_pct_female_head","pg5_pct_female_head_child","pg5_pct_disabled_lt62","pg5_pct_disabled_ge62","pg5_pct_disabled_all","pg5_pct_lt24_head","pg5_pct_age25_50","pg5_pct_age51_61","pg5_pct_age62plus","pg5_pct_age85plus","pg5_pct_minority","pg5_pct_black_nonhsp","pg5_pct_native_american_nonhsp","pg5_pct_asian_pacific_nonhsp","pg5_pct_white_nothsp","pg5_pct_black_hsp","pg5_pct_wht_hsp","pg5_pct_oth_hsp","pg5_pct_hispanic","pg5_pct_multi","pg5_months_waiting","pg5_months_from_movein","pg5_pct_utility_allow","pg5_pct_lt5kave_util_allow","pg7_units","pg7_reported","pg7_pct_reported","pg8_units","pg8_pct_occupied","pg8_occupied_units","pg8_pct_reported","pg8_reported_units","pg8_months_since_report","pg8_people_reporting","pg8_people_per_unit","pg8_rent_per_month","pg8_spending_per_month","pg8_hh_income","pg8_person_income","pg8_pct_lt5k","pg8_pct_5k_lt10k","pg8_pct_10k_lt15k","pg8_pct_15k_lt20k","pg8_pct_ge20k","pg8_pct_wage_major","pg8_pct_welfare_major","pg8_pct_other_major","pg8_pct_median","pg8_pct_lt50_median","pg8_pct_lt30_median","pg8_pct_2adults","pg8_pct_1adult","pg8_pct_female_head","pg8_pct_female_head_child","pg8_pct_disabled_lt62","pg8_pct_disabled_ge62","pg8_pct_disabled_all","pg8_pct_lt24_head","pg8_pct_age25_50","pg8_pct_age51_61","pg8_pct_age62plus","pg8_pct_age85plus","pg8_pct_minority","pg8_pct_black_nonhsp","pg8_pct_native_american_nonhsp","pg8_pct_asian_pacific_nonhsp","pg8_pct_white_nothsp","pg8_pct_black_hsp","pg8_pct_wht_hsp","pg8_pct_oth_hsp","pg8_pct_hispanic","pg8_pct_multi","pg8_months_waiting","pg8_months_from_movein","pg8_pct_utility_allow","pg8_pct_lt5kave_util_allow","pg9_units","pg9_pct_occupied","pg9_occupied_units","pg9_pct_reported","pg9_reported_units","pg9_months_since_report","pg9_people_reporting","pg9_people_per_unit","pg9_rent_per_month","pg9_spending_per_month","pg9_hh_income","pg9_person_income","pg9_pct_lt5k","pg9_pct_5k_lt10k","pg9_pct_10k_lt15k","pg9_pct_15k_lt20k","pg9_pct_ge20k","pg9_pct_wage_major","pg9_pct_welfare_major","pg9_pct_other_major","pg9_pct_median","pg9_pct_lt50_median","pg9_pct_lt30_median","pg9_pct_2adults","pg9_pct_1adult","pg9_pct_female_head","pg9_pct_female_head_child","pg9_pct_disabled_lt62","pg9_pct_disabled_ge62","pg9_pct_disabled_all","pg9_pct_lt24_head","pg9_pct_age25_50","pg9_pct_age51_61","pg9_pct_age62plus","pg9_pct_age85plus","pg9_pct_minority","pg9_pct_black_nonhsp","pg9_pct_native_american_nonhsp","pg9_pct_asian_pacific_nonhsp","pg9_pct_white_nothsp","pg9_pct_black_hsp","pg9_pct_wht_hsp","pg9_pct_oth_hsp","pg9_pct_hispanic","pg9_pct_multi","pg9_months_waiting","pg9_months_from_movein","pg9_pct_utility_allow","pg9_pct_lt5kave_util_allow"
"11","3400129430",1,"Hammonton Town","001",21,93,19.53,100,21,6,35,1.66666666666667,369,1175,15561,9337,10,5,48,19,19,19,0,81,23,100,76,0,24,76,24,69,75,51,0,24,38,38,10,48,33,0,0,52,0,14,0,14,0,0,207,95,139,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.93,19.53,107.52688172043,21,6,35,1.66666666666667,369,1175,15561,9337,10,5,48,19,19,19,0,81,23,100,76,0,24,76,24,69,75,51,0,24,38,38,10,48,33,0,0,52,0,14,0,14,0,0,207,95,139,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12","3400140530",1,"Linwood City","001",5,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13","3400143890",1,"Margate City","001",78,97,75.66,101.282051282051,79,7,86,1.08860759493671,416,1398,18336,16844,0,3,35,27,35,1,0,99,30,94,54,0,0,65,0,83,12,16,0,1,6,92,18,11,4,0,4,87,0,4,0,4,0,0,83,100,47,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0.97,71.78,104.485929228197,75,7,81,1.08,413,1409,18443,17077,0,3,35,27,36,0,0,100,30,93,53,0,0,65,0,100,9,14,0,0,7,93,19,9,4,0,4,89,0,1,0,1,0,0,74,100,43,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14","3400149410",3,"Mullica Township","001",58,84.4827586206897,49,84.4827586206897,49,4,123,2.51020408163265,428,1232,18144,7228,7,5,24,17,46,43,0,41,25,86,69,2,63,92,63,11,50,10,0,73,18,8,0,90,49,0,0,8,2,27,12,41,4,0,121,100,94,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0.99,41.58,101.010101010101,42,3,107,2.54761904761905,477,1260,20170,7917,0,0,24,21,56,48,0,33,27,83,64,2,67,90,67,8,50,8,0,76,14,10,0,95,55,0,0,2,2,24,14,40,5,0,111,100,79,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15","3400152950",1,"Northfield City","001",9,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16","3400159640",1,"Pleasantville City","001",822,71,583.62,94.4038929440389,776,7,1518,1.95618556701031,467,1067,19290,9861,5,5,34,16,39,25,2,66,28,90,64,2,28,76,27,27,31,18,1,33,17,49,5,86,58,0,1,14,3,18,5,27,1,15,115,68,136,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,0.61,359.9,152.820227841067,550,7,1203,2.18727272727273,496,1301,20216,9242,6,6,32,15,42,30,2,59,28,87,63,2,33,78,33,27,30,17,1,39,21,40,3,90,67,0,0,10,3,19,0,23,1,15,113,83,150,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,0.99,119.79,100.175306786877,120,6,200,1.66666666666667,397,801,16808,10085,4,7,35,22,33,19,2,73,25,95,68,1,29,70,23,30,34,20,4,35,14,47,7,76,34,0,6,23,2,18,17,36,1,0,147,3,92,0,0,,109,0.96,104.64,99.388379204893,104,7,113,1.08653846153846,403,587,17473,16081,0,2,46,18,34,1,0,98,28,98,63,0,0,71,0,0,30,28,0,0,0,100,10,74,36,0,1,24,1,16,20,38,2,0,85,68,46,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17","3400168430",1,"Somers Point City","001",220,103,226.6,129.545454545455,285,4,543,1.90526315789474,434,1216,17607,9241,14,7,30,16,34,30,2,64,25,91,68,1,39,77,37,23,68,21,4,46,22,28,1,55,35,0,0,36,2,6,12,20,3,32,140,23,108,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0.93,70.68,100.452744765139,71,5,118,1.66197183098592,412,1096,15428,9283,3,6,42,23,26,18,0,69,23,93,76,0,17,73,17,39,81,39,1,30,31,38,1,49,42,0,0,51,0,6,1,7,1,32,153,92,109,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,1.08,153.36,138.236828377673,212,3,423,1.99528301886792,443,1280,18378,9211,17,7,27,13,36,34,3,62,26,90,65,2,47,79,44,19,61,15,5,52,19,24,1,58,33,0,0,31,3,6,16,25,3,0,136,0,47,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18","3400175620",1,"Ventnor City","001",187,97,181.39,97.8609625668449,183,7,230,1.2568306010929,437,1082,19696,15671,3,2,31,23,41,5,0,93,31,92,54,1,5,69,6,65,17,24,0,9,13,78,14,14,8,0,2,83,0,3,1,4,0,4,99,97,72,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0.9,34.2,99.4152046783626,34,6,74,2.17647058823529,415,1073,16813,7725,12,3,48,12,24,18,0,76,23,94,82,3,29,68,32,44,100,32,0,41,32,26,0,44,29,0,0,56,0,15,0,15,0,4,104,85,95,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0.99,147.51,101.010101010101,149,7,156,1.04697986577181,441,1084,20353,19440,1,2,28,25,44,2,0,97,33,91,48,0,0,70,0,100,12,21,0,1,9,90,17,7,3,0,2,89,0,0,1,1,0,0,97,100,68,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19","3400180330",2,"Weymouth Township","001",2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20","3400300700",1,"Allendale Borough","003",21,97,20.37,100,21,6,30,1.42857142857143,705,1253,31341,21939,0,0,5,10,86,10,0,90,33,86,48,0,14,76,14,50,12,13,0,14,5,81,29,33,0,0,14,67,0,19,0,19,0,0,58,100,97,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.97,20.37,103.092783505155,21,6,30,1.42857142857143,705,1253,31341,21939,0,0,5,10,86,10,0,90,33,86,48,0,14,76,14,50,12,13,0,14,5,81,29,33,0,0,14,67,0,19,0,19,0,0,58,100,97,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21","3400305170",1,"Bergenfield Borough","003",311,95,295.45,96.4630225080386,300,6,511,1.70333333333333,458,1083,19063,11191,2,6,38,19,34,21,1,75,19,97,85,0,16,71,14,34,37,24,0,22,13,65,10,77,22,0,24,22,4,25,3,31,1,27,143,98,58,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,0.93,168.33,100.398027683717,169,6,334,1.97633136094675,504,1252,20359,10302,3,7,36,15,39,34,2,60,20,95,80,1,28,78,25,29,56,23,1,36,21,43,4,78,33,0,4,22,7,31,4,41,2,27,166,96,61,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0.97,123.19,103.904537705983,128,6,171,1.3359375,396,868,17297,12948,2,5,41,25,27,5,0,95,18,100,91,0,0,63,0,100,27,27,0,3,2,95,17,76,9,0,48,23,0,16,2,19,0,0,114,100,54,0,0,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22","3400306490",1,"Bogota Borough","003",94,96,90.24,96.8085106382979,91,5,174,1.91208791208791,452,1257,18881,9875,5,9,33,20,33,32,2,60,19,99,81,3,27,79,29,18,32,16,0,31,18,52,9,73,18,0,15,27,8,29,3,40,3,8,146,100,77,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,0.96,90.24,100.84219858156,91,5,174,1.91208791208791,452,1257,18881,9875,5,9,33,20,33,32,2,60,19,99,81,3,27,79,29,18,32,16,0,31,18,52,9,73,18,0,15,27,8,29,3,40,3,8,146,100,77,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23","3400310480",1,"Carlstadt Borough","003",32,97,31.04,96.875,31,7,69,2.2258064516129,577,1249,21516,9667,10,6,29,16,39,32,6,61,21,94,74,0,48,87,45,36,56,23,0,48,23,29,3,71,19,0,6,29,3,39,3,45,3,7,138,90,109,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0.97,31.04,99.8711340206186,31,7,69,2.2258064516129,577,1249,21516,9667,10,6,29,16,39,32,6,61,21,94,74,0,48,87,45,36,56,23,0,48,23,29,3,71,19,0,6,29,3,39,3,45,3,7,138,90,109,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24","3400313570",1,"Cliffside Park Borough","003",754,98,738.92,98.1432360742706,740,7,1056,1.42702702702703,427,872,18176,12737,2,7,44,16,31,15,1,84,19,98,85,1,6,65,6,48,24,23,1,10,13,77,14,51,3,0,20,49,1,27,1,29,0,14,113,51,61,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,0.98,737.94,100.143643114616,739,7,1055,1.4276048714479,427,870,18186,12739,2,7,44,16,31,15,1,84,19,98,85,1,6,65,6,48,24,23,1,10,13,77,14,51,3,0,19,49,1,27,1,29,0,14,113,51,61,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25","3400313810",1,"Closter Borough","003",34,95,32.3,97.0588235294118,33,6,72,2.18181818181818,506,900,21268,9748,3,6,18,30,42,27,0,70,20,97,91,3,24,42,24,54,100,31,0,48,30,21,0,39,9,0,3,61,0,24,3,27,0,3,126,45,203,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0.97,14.55,103.092783505155,15,6,54,3.6,600,1250,25818,7172,7,13,7,20,53,60,0,33,21,93,80,7,53,73,53,14,100,7,0,73,20,7,0,67,20,0,7,33,0,40,0,40,0,3,73,100,203,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.93,17.67,101.867572156197,18,6,18,1,427,608,17477,17477,0,0,28,39,33,0,0,100,19,100,100,0,0,17,0,100,100,100,0,28,39,33,0,17,0,0,0,83,0,11,6,17,0,0,171,0,0
"26","3400315820",1,"Cresskill Borough","003",19,97,18.43,100,19,7,62,3.26315789473684,568,1249,23570,7223,5,11,5,16,63,42,5,53,21,100,84,0,58,89,58,13,75,11,5,47,26,21,0,63,37,0,0,37,5,21,0,26,5,0,134,95,162,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.97,18.43,103.092783505155,19,7,62,3.26315789473684,568,1249,23570,7223,5,11,5,16,63,42,5,53,21,100,84,0,58,89,58,13,75,11,5,47,26,21,0,63,37,0,0,37,5,21,0,26,5,0,134,95,162,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27","3400317530",1,"Demarest Borough","003",1,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28","3400318400",1,"Dumont Borough","003",219,97,212.43,98.6301369863014,216,8,282,1.30555555555556,378,1065,16429,12584,4,3,48,21,25,6,1,92,18,100,91,0,3,64,3,77,33,33,0,6,10,84,16,61,7,1,40,39,0,10,2,12,0,9,120,97,48,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,0.97,161.99,100.623495277486,163,8,215,1.31901840490798,373,1255,15973,12110,4,3,50,21,22,6,1,92,17,99,93,0,4,64,4,75,44,41,0,9,11,80,13,57,9,1,36,43,1,10,1,12,0,9,129,98,50,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,49,1,49,102.040816326531,50,8,64,1.28,392,478,17808,13913,2,2,42,20,34,8,0,92,19,100,86,0,0,70,0,0,2,2,0,0,0,100,24,74,4,0,58,26,0,8,4,12,0,0,90,100,42,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
