"","GISJOIN","count","name","county","total_units","total_pct_occupied","total_occupied","total_pct_reported","total_reported","total_months_since_report","total_people_reporting","total_people_per_unit","total_rent_per_month","total_spending_per_month","total_hh_income","total_person_income","total_pct_lt5k","total_pct_5k_lt10k","total_pct_10k_lt15k","total_pct_15k_lt20k","total_pct_ge20k","total_pct_wage_major","total_pct_welfare_major","total_pct_other_major","total_pct_median","total_pct_lt50_median","total_pct_lt30_median","total_pct_2adults","total_pct_1adult","total_pct_female_head","total_pct_female_head_child","total_pct_disabled_lt62","total_pct_disabled_ge62","total_pct_disabled_all","total_pct_lt24_head","total_pct_age25_50","total_pct_age51_61","total_pct_age62plus","total_pct_age85plus","total_pct_minority","total_pct_black_nonhsp","total_pct_native_american_nonhsp","total_pct_asian_pacific_nonhsp","total_pct_white_nothsp","total_pct_black_hsp","total_pct_wht_hsp","total_pct_oth_hsp","total_pct_hispanic","total_pct_multi","total_months_waiting","total_months_from_movein","total_pct_utility_allow","total_pct_lt5kave_util_allow","pg2_units","pg2_pct_occupied","pg2_occupied_units","pg2_pct_reported","pg2_reported_units","pg2_months_since_report","pg2_people_reporting","pg2_people_per_unit","pg2_rent_per_month","pg2_spending_per_month","pg2_hh_income","pg2_person_income","pg2_pct_lt5k","pg2_pct_5k_lt10k","pg2_pct_10k_lt15k","pg2_pct_15k_lt20k","pg2_pct_ge20k","pg2_pct_wage_major","pg2_pct_welfare_major","pg2_pct_other_major","pg2_pct_median","pg2_pct_lt50_median","pg2_pct_lt30_median","pg2_pct_2adults","pg2_pct_1adult","pg2_pct_female_head","pg2_pct_female_head_child","pg2_pct_disabled_lt62","pg2_pct_disabled_ge62","pg2_pct_disabled_all","pg2_pct_lt24_head","pg2_pct_age25_50","pg2_pct_age51_61","pg2_pct_age62plus","pg2_pct_age85plus","pg2_pct_minority","pg2_pct_black_nonhsp","pg2_pct_native_american_nonhsp","pg2_pct_asian_pacific_nonhsp","pg2_pct_white_nothsp","pg2_pct_black_hsp","pg2_pct_wht_hsp","pg2_pct_oth_hsp","pg2_pct_hispanic","pg2_pct_multi","pg2_months_waiting","pg2_months_from_movein","pg2_pct_utility_allow","pg2_pct_lt5kave_util_allow","pg2_pct_bed1","pg2_pct_bed2","pg2_pct_bed3","pg2_pct_overhoused","pg2_tpoverty","pg2_tminority","pg2_tpct_ownsfd","pg3_units","pg3_pct_occupied","pg3_occupied_units","pg3_pct_reported","pg3_reported_units","pg3_months_since_report","pg3_people_reporting","pg3_people_per_unit","pg3_rent_per_month","pg3_spending_per_month","pg3_hh_income","pg3_person_income","pg3_pct_lt5k","pg3_pct_5k_lt10k","pg3_pct_10k_lt15k","pg3_pct_15k_lt20k","pg3_pct_ge20k","pg3_pct_wage_major","pg3_pct_welfare_major","pg3_pct_other_major","pg3_pct_median","pg3_pct_lt50_median","pg3_pct_lt30_median","pg3_pct_2adults","pg3_pct_1adult","pg3_pct_female_head","pg3_pct_female_head_child","pg3_pct_disabled_lt62","pg3_pct_disabled_ge62","pg3_pct_disabled_all","pg3_pct_lt24_head","pg3_pct_age25_50","pg3_pct_age51_61","pg3_pct_age62plus","pg3_pct_age85plus","pg3_pct_minority","pg3_pct_black_nonhsp","pg3_pct_native_american_nonhsp","pg3_pct_asian_pacific_nonhsp","pg3_pct_white_nothsp","pg3_pct_black_hsp","pg3_pct_wht_hsp","pg3_pct_oth_hsp","pg3_pct_hispanic","pg3_pct_multi","pg3_months_waiting","pg3_months_from_movein","pg3_pct_utility_allow","pg3_pct_lt5kave_util_allow","pg4_units","pg4_pct_occupied","pg4_occupied_units","pg4_pct_reported","pg4_reported_units","pg4_months_since_report","pg4_people_reporting","pg4_people_per_unit","pg4_rent_per_month","pg4_spending_per_month","pg4_hh_income","pg4_person_income","pg4_pct_lt5k","pg4_pct_5k_lt10k","pg4_pct_10k_lt15k","pg4_pct_15k_lt20k","pg4_pct_ge20k","pg4_pct_wage_major","pg4_pct_welfare_major","pg4_pct_other_major","pg4_pct_median","pg4_pct_lt50_median","pg4_pct_lt30_median","pg4_pct_2adults","pg4_pct_1adult","pg4_pct_female_head","pg4_pct_female_head_child","pg4_pct_disabled_lt62","pg4_pct_disabled_ge62","pg4_pct_disabled_all","pg4_pct_lt24_head","pg4_pct_age25_50","pg4_pct_age51_61","pg4_pct_age62plus","pg4_pct_age85plus","pg4_pct_minority","pg4_pct_black_nonhsp","pg4_pct_native_american_nonhsp","pg4_pct_asian_pacific_nonhsp","pg4_pct_white_nothsp","pg4_pct_black_hsp","pg4_pct_wht_hsp","pg4_pct_oth_hsp","pg4_pct_hispanic","pg4_pct_multi","pg4_months_waiting","pg4_months_from_movein","pg4_pct_utility_allow","pg4_pct_lt5kave_util_allow","pg5_units","pg5_pct_occupied","pg5_occupied_units","pg5_pct_reported","pg5_reported_units","pg5_months_since_report","pg5_people_reporting","pg5_people_per_unit","pg5_rent_per_month","pg5_spending_per_month","pg5_hh_income","pg5_person_income","pg5_pct_lt5k","pg5_pct_5k_lt10k","pg5_pct_10k_lt15k","pg5_pct_15k_lt20k","pg5_pct_ge20k","pg5_pct_wage_major","pg5_pct_welfare_major","pg5_pct_other_major","pg5_pct_median","pg5_pct_lt50_median","pg5_pct_lt30_median","pg5_pct_2adults","pg5_pct_1adult","pg5_pct_female_head","pg5_pct_female_head_child","pg5_pct_disabled_lt62","pg5_pct_disabled_ge62","pg5_pct_disabled_all","pg5_pct_lt24_head","pg5_pct_age25_50","pg5_pct_age51_61","pg5_pct_age62plus","pg5_pct_age85plus","pg5_pct_minority","pg5_pct_black_nonhsp","pg5_pct_native_american_nonhsp","pg5_pct_asian_pacific_nonhsp","pg5_pct_white_nothsp","pg5_pct_black_hsp","pg5_pct_wht_hsp","pg5_pct_oth_hsp","pg5_pct_hispanic","pg5_pct_multi","pg5_months_waiting","pg5_months_from_movein","pg5_pct_utility_allow","pg5_pct_lt5kave_util_allow","pg7_units","pg7_reported","pg7_pct_reported","pg8_units","pg8_pct_occupied","pg8_occupied_units","pg8_pct_reported","pg8_reported_units","pg8_months_since_report","pg8_people_reporting","pg8_people_per_unit","pg8_rent_per_month","pg8_spending_per_month","pg8_hh_income","pg8_person_income","pg8_pct_lt5k","pg8_pct_5k_lt10k","pg8_pct_10k_lt15k","pg8_pct_15k_lt20k","pg8_pct_ge20k","pg8_pct_wage_major","pg8_pct_welfare_major","pg8_pct_other_major","pg8_pct_median","pg8_pct_lt50_median","pg8_pct_lt30_median","pg8_pct_2adults","pg8_pct_1adult","pg8_pct_female_head","pg8_pct_female_head_child","pg8_pct_disabled_lt62","pg8_pct_disabled_ge62","pg8_pct_disabled_all","pg8_pct_lt24_head","pg8_pct_age25_50","pg8_pct_age51_61","pg8_pct_age62plus","pg8_pct_age85plus","pg8_pct_minority","pg8_pct_black_nonhsp","pg8_pct_native_american_nonhsp","pg8_pct_asian_pacific_nonhsp","pg8_pct_white_nothsp","pg8_pct_black_hsp","pg8_pct_wht_hsp","pg8_pct_oth_hsp","pg8_pct_hispanic","pg8_pct_multi","pg8_months_waiting","pg8_months_from_movein","pg8_pct_utility_allow","pg8_pct_lt5kave_util_allow","pg9_units","pg9_pct_occupied","pg9_occupied_units","pg9_pct_reported","pg9_reported_units","pg9_months_since_report","pg9_people_reporting","pg9_people_per_unit","pg9_rent_per_month","pg9_spending_per_month","pg9_hh_income","pg9_person_income","pg9_pct_lt5k","pg9_pct_5k_lt10k","pg9_pct_10k_lt15k","pg9_pct_15k_lt20k","pg9_pct_ge20k","pg9_pct_wage_major","pg9_pct_welfare_major","pg9_pct_other_major","pg9_pct_median","pg9_pct_lt50_median","pg9_pct_lt30_median","pg9_pct_2adults","pg9_pct_1adult","pg9_pct_female_head","pg9_pct_female_head_child","pg9_pct_disabled_lt62","pg9_pct_disabled_ge62","pg9_pct_disabled_all","pg9_pct_lt24_head","pg9_pct_age25_50","pg9_pct_age51_61","pg9_pct_age62plus","pg9_pct_age85plus","pg9_pct_minority","pg9_pct_black_nonhsp","pg9_pct_native_american_nonhsp","pg9_pct_asian_pacific_nonhsp","pg9_pct_white_nothsp","pg9_pct_black_hsp","pg9_pct_wht_hsp","pg9_pct_oth_hsp","pg9_pct_hispanic","pg9_pct_multi","pg9_months_waiting","pg9_months_from_movein","pg9_pct_utility_allow","pg9_pct_lt5kave_util_allow"
"439","3403505590",1,"Bernardsville Borough","035",3,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"440","3403506790",1,"Bound Brook Borough","035",112,93,104.16,100,112,5,223,1.99107142857143,517,1235,20533,10313,9,7,30,10,45,31,6,55,18,98,79,1,33,63,34,31,59,23,1,47,23,29,0,75,57,0,2,25,0,15,1,16,2,19,101,96,105,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,0.93,104.16,107.52688172043,112,5,223,1.99107142857143,517,1235,20533,10313,9,7,30,10,45,31,6,55,18,98,79,1,33,63,34,31,59,23,1,47,23,29,0,75,57,0,2,25,0,15,1,16,2,19,101,96,105,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"441","3403507180",4,"Branchburg Township","035",91,83.5934065934066,76.07,90.1098901098901,82,6,99,1.20731707317073,584.268292682927,1215.75609756098,24296.6585365854,20122.6097560976,6.07317073170732,7.46341463414634,22.0731707317073,11.9268292682927,52.4634146341463,16.7560975609756,8.53658536585366,74.1707317073171,23.5365853658537,93.9268292682927,71.8536585365854,0,2.46341463414634,45.219512195122,2.46341463414634,63,61.390243902439,56.9268292682927,5,3.75609756097561,43.9268292682927,47.3170731707317,0,55,45.9268292682927,0,0,45,2.46341463414634,6.07317073170732,0,8.53658536585366,2.46341463414634,5,50.8292682926829,100,120.926829268293,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0.835934065934066,76.07,107.795451557776,82,6,99,1.20731707317073,584.268292682927,1215.75609756098,24296.6585365854,20122.6097560976,6.07317073170732,7.46341463414634,22.0731707317073,11.9268292682927,52.4634146341463,16.7560975609756,8.53658536585366,74.1707317073171,23.5365853658537,93.9268292682927,71.8536585365854,0,2.46341463414634,45.219512195122,2.46341463414634,63,61.390243902439,56.9268292682927,5,3.75609756097561,43.9268292682927,47.3170731707317,0,55,45.9268292682927,0,0,45,2.46341463414634,6.07317073170732,0,8.53658536585366,2.46341463414634,5,50.8292682926829,100,120.926829268293,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"442","3403507720",13,"Bridgewater Township","035",449,96.0890868596882,431.44,100.890868596882,453,6.56512141280353,577,1.27373068432671,455.150110375276,1253.48123620309,19335.7505518764,15374.1390728477,6.55629139072848,6.99337748344371,25.6335540838852,19.6578366445916,40.916114790287,6.49668874172185,0,93.1280353200883,19.2163355408389,99.0618101545254,83.9977924944812,0.375275938189845,4.77483443708609,71.6401766004415,5.15011037527594,79.4657836644592,25.6203090507726,23.6953642384106,0.375275938189845,8.64238410596026,11.719646799117,78.8675496688742,24.4216335540839,45.6203090507726,13.1788079470199,0,26.4128035320088,50.7461368653422,0.375275938189845,4.17218543046358,1.01103752759382,6.02869757174393,1.14790286975717,4.98896247240618,116.76821192053,84.1015452538631,115.046357615894,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0.862882352941176,146.69,107.028427295658,157,6,220,1.40127388535032,616.68152866242,1206.95541401274,25576.0127388535,20351.0955414013,1.42675159235669,2.71337579617834,10.5605095541401,18.7770700636943,66.5222929936306,13.4904458598726,0,84.7898089171974,24.5031847133758,97.5031847133758,67.6624203821656,1.42675159235669,11.6305732484076,80.7898089171974,12.7006369426752,13.9108280254777,35.5541401273885,23.0700636942675,1.42675159235669,15.8471337579618,7.49044585987261,75.2356687898089,31.8407643312102,32.5477707006369,21.6942675159236,0,0,67.452229299363,1.42675159235669,9.42675159235669,0,10.8535031847134,1.42675159235669,5.35668789808917,92.5859872611465,100,134.133757961783,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,1.00826086956522,255.09,105.452977380532,269,7.32342007434944,321,1.19330855018587,367.802973977695,1319.76208178439,16035.4795539033,13577.4869888476,10.7063197026022,8.92193308550186,30.8959107806691,21.9814126394052,28.3308550185874,3.23791821561338,0,96.7620817843866,16.6468401486989,100,93,0,0,68.4349442379182,0,92.8624535315985,18.9219330855019,24.6654275092937,0,3.90706319702602,11.9368029739777,84.2639405204461,20.910780669145,53.2007434944238,7.69888475836431,0,42.8252788104089,41.6691449814126,0,1.78438661710037,1.78438661710037,2.67657992565056,0.892193308550186,0,132.959107806691,78.9033457249071,89.7211895910781,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"443","3403522890",1,"Far Hills Borough","035",2,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"444","3403524900",20,"Franklin Township","035",1256,92.6775477707006,1164.03,98.5668789808917,1238,6.01534733441034,2463,1.98949919224556,544.509693053312,1128.33764135703,22425.9216478191,11494.0105008078,5.90145395799677,7.56219709208401,25.9232633279483,16.7988691437803,43.859450726979,28.8182552504039,1.19789983844911,67.9757673667205,19.9806138933764,97.1760904684976,79.0444264943457,0.676898222940226,31.2697899838449,80.2399030694669,29.6720516962843,27.8974151857835,31.9063004846527,13.4612277867528,0.453150242326333,32.9184168012924,13.154281098546,53.6042003231018,11.7794830371567,84.0105008077544,53.8061389337641,0.425686591276252,17.6413570274637,13.9264943457189,2.71809369951535,8.99030694668821,0.931340872374798,12.6623586429725,1.68659127625202,24.5040387722132,124.443457189015,97.8699515347334,97.029886914378,100,98,98,100,98,6,260,2.6530612244898,612,514,26333,9926,0,2,27,27,45,37,0,63,22,96,78,4,41,76,41,11,41,11,0,43,12,45,6,90,57,0,2,10,4,27,0,31,0,0,89,100,133,39,12,49,14,15,91,48,781,0.890243277848912,695.28,109.164653089403,759,5.63768115942029,1730,2.27931488801054,641.28722002635,1324.08959156785,25714.3978919631,11540.9262187088,4.50329380764163,5.3965744400527,21.270092226614,14.0895915678524,55.0184453227931,40.3675889328063,1.91963109354414,54.471673254282,22.270092226614,95.9301712779974,72.2555994729908,0.711462450592885,45.4769433465086,85.2648221343874,42.9947299077734,25.2173913043478,49.1818181818182,19.2108036890646,0.878787878787879,47.66930171278,19.4822134387352,31.9986824769433,2.04874835309618,88.7206851119895,73.4097496706192,0.326745718050066,1.42028985507246,11.2793148880105,3.44532279314888,10.1304347826087,0.326745718050066,13.8537549407115,2.1897233201581,24.0408432147563,136.440052700922,97.4189723320158,110.99209486166,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,0.99,198.99,103.020252273984,205,7,255,1.24390243902439,314,1211.00487804878,14229.4195121951,11439.487804878,12,16,34.5024390243902,20.4975609756098,17.4975609756098,4,0,96,14,100,94,0,0,67,0,100,0,1,0,1,0,99,41,80,12,0,61.4975609756098,19,0,4,3,7,1,0,109,100,71,0,0,,168,0.98,164.64,102.040816326531,168,6,204,1.21428571428571,354,560,15413,12693,10,11,37,17,26,2,0,98,15,100,93,0,0,75,0,0,1,1,0,0,0,100,24,68,14,2,48,18,1,0,2,4,1,0,108,100,45,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"445","3403527510",1,"Green Brook Township","035",12,98,11.76,100,12,6,17,1.41666666666667,575,1060,21438,15133,9,0,27,36,27,25,8,58,21,92,83,0,25,75,25,43,100,47,0,33,25,42,8,58,50,0,0,33,0,8,0,8,0,0,179,75,231,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"446","3403531890",8,"Hillsborough Township","035",132,86.9166666666667,114.73,93.1818181818182,123,5.60975609756098,248,2.01626016260163,560.089430894309,1183.65853658537,22048.0406504065,11218.0243902439,3.38211382113821,8.44715447154472,31.609756097561,12.4959349593496,44.0650406504065,32.5934959349593,0,64.1869918699187,20.1626016260163,96.6178861788618,79.8373983739837,3.38211382113821,30.9349593495935,73.8373983739837,32.7073170731707,38.1869918699187,78.6829268292683,29.5609756097561,0,58.5609756097561,14.8048780487805,26.9186991869919,3.1219512195122,62.7967479674797,43.3170731707317,0,2.4390243902439,37.2032520325203,0,17.0406504065041,0,17.0406504065041,1.67479674796748,3.45528455284553,131.089430894309,91.910569105691,129.756097560976,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,0.866666666666667,109.2,107.142857142857,117,5.64102564102564,242,2.06837606837607,572.376068376068,1216.71794871795,22500.7521367521,11216.2222222222,3.4957264957265,8.78632478632479,28.1709401709402,13.0769230769231,46.3418803418803,34.3760683760684,0,62.2393162393162,20.3931623931624,96.5042735042735,78.7435897435897,3.4957264957265,32.6666666666667,77.6752136752137,34.4700854700855,35.5897435897436,77.5897435897436,28.051282051282,0,58.0598290598291,15.4102564102564,26.4102564102564,3.28205128205128,66,45.5897435897436,0,2.56410256410256,34,0,17.974358974359,0,17.974358974359,1.76068376068376,3.63247863247863,135.555555555556,96.7264957264957,127.948717948718,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"447","3403543620",1,"Manville Borough","035",129,83,107.07,94.5736434108527,122,5,232,1.9016393442623,550,1308,22286,11719,6,11,23,12,48,34,3,59,20,98,77,1,29,76,29,34,54,25,0,37,31,32,2,46,33,0,2,54,2,10,0,11,0,6,114,90,134,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0.83,107.07,113.944148687774,122,5,232,1.9016393442623,550,1308,22286,11719,6,11,23,12,48,34,3,59,20,98,77,1,29,76,29,34,54,25,0,37,31,32,2,46,33,0,2,54,2,10,0,11,0,6,114,90,134,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"448","3403547580",7,"Montgomery Township","035",87,84.9655172413793,73.92,91.9540229885057,80,5.35,168,2.1,518.925,1197.15,21372.3625,10458.2,4.2875,1.4,34.375,16.45,43.475,16.425,1.4,73.7625,18.8125,97.55,78.75,5.075,32.6,82.3,34.8375,48.025,72.8625,34.575,0,52.6625,17.35,29.9875,2.2375,77.3125,71.225,0,3.6375,22.6875,0,2.45,0,2.45,5.0875,0,129.5125,100,143.2375,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,0.849655172413793,73.92,108.225108225108,80,5.35,168,2.1,518.925,1197.15,21372.3625,10458.2,4.2875,1.4,34.375,16.45,43.475,16.425,1.4,73.7625,18.8125,97.55,78.75,5.075,32.6,82.3,34.8375,48.025,72.8625,34.575,0,52.6625,17.35,29.9875,2.2375,77.3125,71.225,0,3.6375,22.6875,0,2.45,0,2.45,5.0875,0,129.5125,100,143.2375,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"449","3403553280",1,"North Plainfield Borough","035",150,92,138,95.3333333333333,143,6,318,2.22377622377622,633,1195,26111,11742,2,8,23,14,53,44,2,52,23,94,71,3,37,72,35,30,52,22,1,49,19,31,1,82,71,0,0,18,1,8,1,10,3,22,116,93,88,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,0.92,135.24,103.51966873706,140,6,315,2.25,641,1205,26426,11745,2,8,21,15,54,45,2,51,23,94,70,3,38,71,36,29,51,21,1,49,19,31,1,84,73,0,0,16,1,9,1,11,3,22,117,95,88,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450","3403561980",1,"Raritan Borough","035",39,91,35.49,100,39,6,82,2.1025641025641,523,1260,21801,10369,8,3,24,24,41,33,3,59,19,97,79,0,38,64,38,37,56,22,3,51,23,23,0,59,44,0,0,41,0,15,0,15,0,11,147,95,134,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0.91,35.49,109.89010989011,39,6,82,2.1025641025641,523,1260,21801,10369,8,3,24,24,41,33,3,59,19,97,79,0,38,64,38,37,56,22,3,51,23,23,0,59,44,0,0,41,0,15,0,15,0,11,147,95,134,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"451","3403568460",1,"Somerville Borough","035",326,93,303.18,100,326,6,525,1.61042944785276,501,1139,20832,12936,2,5,36,18,39,19,2,75,19,97,82,2,19,73,19,29,20,16,1,28,10,61,10,61,36,0,9,38,1,14,1,17,1,9,105,48,129,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0.9,153,110.457516339869,169,5,355,2.10059171597633,560,1272,22283,10608,4,6,32,14,44,33,4,56,19,96,79,5,36,75,37,26,55,18,2,53,17,28,1,80,61,1,4,20,2,12,1,15,2,9,123,92,129,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,0.97,147.44,103.771025501899,153,6,166,1.08496732026144,442,1014,19505,17977,0,5,40,21,35,4,0,96,20,98,85,0,0,72,0,100,7,8,0,1,1,98,21,42,8,0,15,56,0,17,2,19,0,0,84,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"452","3403568730",1,"South Bound Brook Borough","035",36,94,33.84,100,36,6,57,1.58333333333333,419,1185,17735,11201,9,3,33,15,39,31,6,56,16,100,86,0,22,64,19,44,56,35,3,42,31,25,0,67,50,0,3,31,0,14,0,14,0,12,128,89,123,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0.94,31.96,106.382978723404,34,6,55,1.61764705882353,419,1219,17767,10983,10,3,35,10,42,32,6,53,16,100,85,0,24,68,21,40,56,33,3,41,29,26,0,71,53,0,3,29,0,15,0,15,0,12,135,94,123,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
